,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,property_valuation,Rank,Value,age
677,Lucretia,D'Agostini,Female,41,1978-12-14,Database Administrator III,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,VIC,7,536,0.825,44.0
678,Muffin,Grigolon,Male,7,1979-10-31,Senior Editor,Telecommunications,Mass Customer,N,No,12,4597 Marcy Point,2232,NSW,10,361,0.9775,44.0
679,Wyndham,Woolford,Male,1,1979-10-22,Engineer IV,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,VIC,6,591,0.782,44.0
680,Kaylyn,Jakaway,Female,45,1980-07-30,Registered Nurse,Health,Affluent Customer,N,No,10,67 Heath Circle,2290,NSW,8,356,0.9828125,43.0
681,Gaultiero,Fibbens,Male,41,1980-03-14,Help Desk Technician,Financial Services,Affluent Customer,N,No,9,938 Bartillon Hill,2035,NSW,11,507,0.85,43.0
682,Agnola,Batterson,Female,86,1980-01-03,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,QLD,3,747,0.6545,43.0
683,Celeste,Fretson,Female,91,1980-09-16,Product Engineer,IT,Mass Customer,N,No,9,14709 Portage Avenue,2166,NSW,9,252,1.073125,43.0
684,Perry,Whitehurst,Male,79,1980-05-29,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,0 Nelson Crossing,3155,VIC,7,524,0.83671875,43.0
685,Dorian,Stollen,Male,78,1980-02-16,Statistician I,Financial Services,Mass Customer,N,Yes,18,72922 Cambridge Terrace,2026,NSW,11,219,1.125,43.0
686,Maurizia,Ritmeyer,Female,95,1980-04-09,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,6,684,0.7,43.0
687,Darlleen,Shalcras,Female,77,1980-09-14,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,10,801,0.59765625,43.0
688,Killian,Nettles,Male,44,1980-09-01,Marketing Assistant,Manufacturing,Affluent Customer,N,No,4,16 Pepper Wood Junction,3803,VIC,7,507,0.85,43.0
689,Briant,Ladley,Male,75,1979-12-17,Recruiter,Argiculture,Mass Customer,N,No,12,2 Schlimgen Terrace,2750,NSW,8,57,1.375,43.0
690,Shane,Diss,Female,50,1980-10-29,Accountant III,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,8,662,0.711875,43.0
691,Kermit,Lebond,Male,36,1980-02-01,Financial Advisor,Financial Services,Mass Customer,N,No,4,71 Ludington Center,4208,QLD,8,295,1.03125,43.0
692,Norina,Blakeway,Female,60,1980-02-11,Programmer Analyst II,Property,Mass Customer,N,Yes,3,75813 Lawn Lane,3081,VIC,8,133,1.2375,43.0
693,Flossy,Concannon,Female,64,1980-10-20,Staff Accountant IV,Financial Services,Affluent Customer,N,No,8,802 Mallory Park,3919,VIC,2,104,1.2875,43.0
694,Maurine,Clee,Female,45,1980-09-13,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,10,854,0.561,43.0
695,Sharron,Claibourn,Female,62,1980-01-26,Accountant III,Financial Services,High Net Worth,N,Yes,17,555 Hermina Avenue,2280,NSW,8,30,1.4609375,43.0
696,Antoinette,Unknown,Female,72,1980-07-28,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,9,888,0.525,43.0
697,Eleonora,Wiszniewski,Female,49,1980-04-23,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,2,788,0.6125,43.0
698,Dodi,Kiggel,Female,5,1980-08-15,Accountant III,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,11,405,0.93,43.0
699,Therese,Brotherhood,Female,30,1981-07-28,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,10,780,0.62421875,42.0
700,Zach,Hedman,Male,87,1981-09-11,Analyst Programmer,Financial Services,Affluent Customer,N,Yes,4,62 Spaight Center,2566,NSW,9,320,1.015625,42.0
701,Martelle,Tuppeny,Female,52,1981-02-03,Marketing Assistant,Manufacturing,Mass Customer,N,No,9,261 Grayhawk Way,2226,NSW,10,54,1.38125,42.0
702,Giorgi,O'Shirine,Male,68,1981-06-20,Payment Adjustment Coordinator,Retail,Mass Customer,N,Yes,15,6 Novick Alley,3934,VIC,8,219,1.125,42.0
703,Loleta,Aberdalgy,Female,45,1981-02-15,Occupational Therapist,Health,Mass Customer,N,No,11,99 Westend Court,2287,NSW,6,304,1.025,42.0
704,Ashby,Bispham,Male,71,1981-10-29,Software Consultant,Retail,Affluent Customer,N,No,4,83716 Russell Lane,2145,NSW,8,120,1.2625,42.0
705,Shepperd,Leonards,Male,17,1981-04-14,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,9,733,0.6625,42.0
706,Esther,Rooson,Female,14,1981-02-22,Accountant III,Financial Services,Mass Customer,N,No,5,5186 Main Trail,2046,NSW,9,78,1.3375,42.0
707,Glenn,Casbourne,Female,4,1981-08-08,Senior Editor,Manufacturing,Mass Customer,N,No,6,2 Morrow Alley,4207,QLD,1,144,1.234375,42.0
708,Cherye,Stanfield,Female,0,1981-07-05,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,9,797,0.6,42.0
709,Mandie,Jeffryes,Female,60,1981-02-16,Business Systems Development Analyst,Financial Services,High Net Worth,N,No,7,96515 Di Loreto Pass,4109,QLD,9,195,1.1475,42.0
710,Lynnell,Shoesmith,Female,44,1981-01-29,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,8,700,0.6875,42.0
711,Sandor,Stirland,Male,67,1981-05-26,Web Developer IV,Manufacturing,High Net Worth,N,No,12,48578 Farmco Park,3235,VIC,10,349,0.9875,42.0
712,Moll,Ogilby,Female,25,1980-12-19,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,6,963,0.44,42.0
713,Emelen,Bidnall,Male,79,1981-08-05,Systems Administrator IV,Health,Affluent Customer,N,Yes,11,11 Oak Terrace,2026,NSW,12,302,1.03,42.0
714,Augustus,Bourley,Male,60,1981-08-17,Account Representative IV,Health,Affluent Customer,N,No,18,3 Hoepker Parkway,4152,QLD,10,366,0.975,42.0
715,Egor,Mariette,Male,42,1980-11-26,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,7,862,0.5525,42.0
716,Francklin,Cross,Male,51,1981-04-06,Teacher,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,NSW,10,921,0.49,42.0
717,Aldin,Newsome,Male,24,1981-07-06,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,9,648,0.725,42.0
718,Sibby,Skinner,Female,25,1981-05-05,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,7,682,0.7,42.0
719,Amabel,Unknown,Female,71,1981-09-14,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,6,530,0.82875,42.0
720,Mikel,McNess,Male,71,1981-09-22,Nurse,Property,Mass Customer,N,No,9,3 Pleasure Drive,4122,QLD,9,32,1.453125,42.0
721,Vittoria,Whitney,Female,95,1981-06-03,Research Assistant I,Manufacturing,High Net Worth,N,No,12,3 Surrey Court,2019,NSW,11,291,1.0359375,42.0
722,Brena,Schnitter,Female,78,1982-10-11,Account Executive,Manufacturing,Mass Customer,N,No,4,67 Shelley Street,4703,QLD,5,25,1.484375,41.0
723,Odessa,Mc Andrew,Female,97,1981-12-01,Analog Circuit Design manager,Property,Mass Customer,N,No,8,31756 Meadow Valley Lane,2232,NSW,10,54,1.38125,41.0
724,Stearne,Trolley,Male,42,1982-02-01,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,638 Caliangt Avenue,2137,NSW,11,450,0.9,41.0
725,Erminie,Rabidge,Female,64,1982-03-09,Accountant II,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,NSW,8,801,0.59765625,41.0
726,Meade,Bampton,Male,69,1982-04-25,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,7,755,0.64,41.0
727,Aldridge,Poskitt,Male,84,1982-02-10,VP Sales,Financial Services,Mass Customer,N,No,12,7 Fordem Point,4161,QLD,5,326,1.009375,41.0
728,Verne,Loalday,Male,1,1982-03-20,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,10,788,0.6125,41.0
729,Honey,Gosdin,Female,0,1981-11-29,Software Engineer I,Property,Mass Customer,N,No,17,066 Warner Trail,2582,NSW,9,322,1.0125,41.0
730,Guilbert,Bearns,Male,42,1982-10-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,8,845,0.563125,41.0
731,Kipp,Stockport,Male,36,1982-12-10,Data Coordiator,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,11,386,0.945625,40.0
732,Lorrie,Antonelli,Male,47,1983-02-11,Cost Accountant,Financial Services,High Net Worth,N,Yes,17,06936 Bobwhite Circle,2257,NSW,7,57,1.375,40.0
733,Dorothy,Barnardo,Female,58,1983-02-01,Human Resources Manager,Retail,High Net Worth,N,No,12,9630 Cottonwood Avenue,2168,NSW,8,65,1.3625,40.0
734,Hagen,MacCarter,Male,93,1983-02-08,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,9,760,0.6375,40.0
735,Wilone,Champley,Female,22,1983-11-06,Accountant II,Manufacturing,High Net Worth,N,No,17,9346 Lyons Point,2077,NSW,10,924,0.48875,40.0
736,Michele,Pammenter,Male,23,1983-06-26,Teacher,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,8,948,0.456875,40.0
737,Wilbert,O'Loughnan,Male,14,1983-05-18,Paralegal,Financial Services,Mass Customer,N,Yes,6,22580 Doe Crossing Drive,4055,QLD,9,708,0.68,40.0
738,Laurie,Odlin,Female,75,1983-03-08,Social Worker,Health,High Net Worth,N,No,10,15669 Arizona Trail,3194,VIC,10,409,0.925,40.0
739,Demott,Mullaly,Male,42,1982-12-15,Help Desk Operator,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,NSW,8,642,0.733125,40.0
740,Rozamond,Riha,Female,54,1984-10-07,Account Representative I,Manufacturing,Affluent Customer,N,Yes,16,76 Bartelt Center,4078,QLD,7,68,1.3546875,39.0
741,Bertine,Smalles,Female,85,1983-12-10,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,7 Johnson Hill,3028,VIC,8,708,0.68,39.0
742,Abbie,Oldman,Male,82,1983-11-26,Account Representative IV,Health,High Net Worth,N,Yes,5,4 North Drive,2168,NSW,8,212,1.136875,39.0
743,Ashlen,Willbond,Female,64,1984-05-15,Software Consultant,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,VIC,8,913,0.499375,39.0
744,Nils,Champion,Male,69,1984-07-06,Programmer III,Retail,Affluent Customer,N,No,13,261 Holy Cross Park,2750,NSW,9,549,0.82,39.0
745,Jesse,Alflat,Male,31,1984-09-01,Executive Secretary,Financial Services,High Net Worth,N,No,5,49 Northfield Drive,2145,NSW,9,893,0.520625,39.0
746,Orly,Nesbitt,Female,6,1985-03-25,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,VIC,6,657,0.714,38.0
747,Cecelia,Cisar,Female,20,1985-03-26,Analog Circuit Design manager,Property,Mass Customer,N,Yes,15,665 Sachs Way,4212,QLD,7,312,1.02,38.0
748,Janaye,Eade,Female,23,1984-12-13,Chief Design Engineer,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,NSW,3,760,0.6375,38.0
749,Tristam,Larose,Male,70,1985-01-29,VP Accounting,Financial Services,Mass Customer,N,No,17,9645 Moose Terrace,2137,NSW,11,455,0.8925,38.0
750,Eustacia,Dornan,Female,68,1985-09-02,Account Representative IV,Property,Mass Customer,N,No,5,1190 Hanson Street,3806,VIC,9,181,1.158125,38.0
751,Nowell,Preddy,Male,29,1985-07-23,Accountant II,Manufacturing,Mass Customer,N,No,9,932 Glendale Avenue,2173,NSW,9,133,1.2375,38.0
752,Barthel,Docket,Male,72,1985-08-02,Accounting Assistant IV,IT,Mass Customer,N,Yes,17,80 Scofield Junction,4151,QLD,5,10,1.640625,38.0
753,Colene,Fishleigh,Female,24,1985-03-14,Design Engineer,Financial Services,Mass Customer,N,No,3,44 Darwin Lane,3149,VIC,10,42,1.421875,38.0
754,Abner,Fraschetti,Male,33,1986-01-23,Staff Scientist,Argiculture,Affluent Customer,N,No,13,67 Northport Avenue,3805,VIC,7,166,1.175,37.0
755,Hilario,McCulloch,Male,61,1986-01-10,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,799 Luster Road,3051,VIC,8,530,0.82875,37.0
756,Daryle,Marginson,Male,93,1986-06-27,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,12,979,0.4165,37.0
757,Irving,Babcock,Male,60,1986-01-17,Dental Hygienist,Health,High Net Worth,N,Yes,15,36 Killdeer Crossing,2705,NSW,1,967,0.435625,37.0
758,Nichole,Leisman,Male,37,1986-08-07,Geologist III,Property,Affluent Customer,N,No,4,35151 Bunker Hill Crossing,2068,NSW,12,158,1.1875,37.0
759,Nicolas,O'Donnell,Male,40,1986-09-25,Internal Auditor,Manufacturing,Mass Customer,N,Yes,14,3319 Anthes Crossing,3177,VIC,7,568,0.8,37.0
760,Davie,Blay,Male,94,1985-12-19,Financial Analyst,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,NSW,7,808,0.595,37.0
761,Kinna,Kollasch,Female,7,1986-11-09,Safety Technician I,Property,High Net Worth,N,No,9,232 Knutson Park,4060,QLD,10,188,1.15625,36.0
762,Stephi,Highton,Female,30,1987-09-09,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,293 Mendota Park,2154,NSW,10,930,0.478125,36.0
763,Lauralee,Fudge,Female,83,1987-09-21,Research Nurse,Health,Mass Customer,N,No,15,9460 Monument Park,3277,VIC,4,985,0.408,36.0
764,Benedikt,Adamou,Male,15,1987-01-15,Recruiting Manager,Health,Mass Customer,N,No,11,4 Bluestem Pass,3564,VIC,3,960,0.442,36.0
765,Osbourn,Gherardini,Male,43,1987-05-01,Unknown,Unknown,High Net Worth,N,Yes,16,5 Dryden Road,2782,NSW,7,626,0.74375,36.0
766,Theresina,Unknown,Female,30,1987-03-01,General Manager,Argiculture,Mass Customer,N,Yes,14,253 Katie Junction,2650,NSW,2,441,0.901,36.0
767,Harriet,Brattan,Female,81,1986-12-03,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,1,378,0.95625,36.0
768,Petr,Westman,Male,5,1987-11-02,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,7,760,0.6375,36.0
769,Sybilla,MacCart,Female,88,1987-01-15,Paralegal,Financial Services,Mass Customer,N,Yes,7,74 Welch Pass,2620,NSW,7,32,1.453125,36.0
770,Dena,Pabst,Female,39,1987-04-20,Account Executive,Manufacturing,High Net Worth,N,Yes,17,02023 Loeprich Drive,3037,VIC,7,590,0.78359375,36.0
771,Roddy,Rubinshtein,Male,37,1987-10-08,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,3 Mcguire Crossing,4510,QLD,7,114,1.275,36.0
772,Sonni,Milligan,Female,73,1988-03-05,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,VIC,9,774,0.626875,35.0
773,Biddie,Gorce,Female,68,1988-01-30,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,5,2116 Continental Terrace,2795,NSW,7,295,1.03125,35.0
774,Zollie,Crinidge,Male,39,1988-01-10,Systems Administrator I,Retail,Mass Customer,N,Yes,10,0 Esker Avenue,4019,QLD,5,297,1.030625,35.0
775,Keelby,Sudlow,Male,96,1988-09-01,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,VIC,8,820,0.584375,35.0
776,Gordon,Rewan,Male,42,1988-01-07,Chief Design Engineer,Health,Mass Customer,N,No,5,91 Calypso Trail,2750,NSW,8,651,0.7225,35.0
777,Emelia,Ackwood,Female,72,1988-09-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,1 South Street,4183,QLD,9,515,0.839375,35.0
778,Vivienne,Crayden,Female,82,1988-09-18,Associate Professor,Manufacturing,High Net Worth,N,Yes,6,69 Algoma Center,4173,QLD,7,68,1.3546875,35.0
779,Keely,Bointon,Female,71,1988-10-16,Nurse,Telecommunications,High Net Worth,N,No,3,55 Dorton Point,4154,QLD,9,913,0.499375,35.0
780,Chryste,Oddboy,Female,44,1988-08-22,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,9,947,0.459,35.0
781,Ilise,Clissold,Female,58,1987-11-16,Developer IV,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,NSW,10,913,0.499375,35.0
782,Sula,Thomann,Female,56,1989-03-17,Assistant Manager,Health,Mass Customer,N,No,6,7 Dayton Circle,2160,NSW,9,498,0.860625,34.0
783,Freddi,Litherborough,Female,46,1989-01-14,Product Engineer,Financial Services,Mass Customer,N,No,7,7873 Meadow Vale Plaza,2460,NSW,3,418,0.918,34.0
784,Juliana,Mitchenson,Female,55,1989-01-05,Environmental Tech,Manufacturing,Mass Customer,N,Yes,8,74 Russell Terrace,4350,QLD,4,166,1.175,34.0
785,Mel,Rochford,Female,11,1989-07-23,Assistant Professor,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,VIC,9,774,0.626875,34.0
786,Callean,Wass,Male,65,1988-12-15,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,VIC,8,820,0.584375,34.0
787,Datha,Fishburn,Female,15,1990-07-02,Office Assistant IV,Retail,Mass Customer,N,No,3,6 Caliangt Way,3079,VIC,12,994,0.3825,33.0
788,Olag,Unknown,Male,60,1990-05-13,Human Resources Manager,Telecommunications,Mass Customer,N,No,9,0484 North Avenue,2032,NSW,11,13,1.609375,33.0
789,Quentin,Gerleit,Female,32,1990-09-15,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,8,865,0.55,33.0
790,Seamus,Cains,Male,61,1989-12-15,Teacher,Manufacturing,High Net Worth,N,No,7,4882 Dakota Center,2305,NSW,8,312,1.02,33.0
791,Ceciley,Harg,Female,50,1990-10-19,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,409 Starling Lane,4172,QLD,7,471,0.8875,33.0
792,Hamel,Curzey,Male,11,1990-04-04,Structural Engineer,Manufacturing,Mass Customer,N,Yes,9,6936 Homewood Avenue,4000,QLD,7,733,0.6625,33.0
793,Collete,Dory,Female,66,1990-01-09,Information Systems Manager,Telecommunications,High Net Worth,N,No,2,8625 Dakota Plaza,2210,NSW,9,195,1.1475,33.0
794,Pace,Clemonts,Male,99,1990-07-28,Media Manager IV,Retail,High Net Worth,N,No,10,335 Cambridge Hill,3122,VIC,7,358,0.98,33.0
795,Debbie,Tillman,Female,3,1990-07-06,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,527 Jay Trail,4551,QLD,8,582,0.79,33.0
796,Simonette,Unknown,Female,4,1990-04-06,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,8,760,0.6375,33.0
797,Feodor,Vickers,Male,60,1989-11-18,VP Quality Control,Financial Services,Mass Customer,N,Yes,4,40809 Truax Way,2209,NSW,6,173,1.171875,33.0
798,Malorie,Votier,Female,90,1990-05-29,Graphic Designer,Manufacturing,Affluent Customer,N,No,4,6160 Weeping Birch Hill,4509,QLD,5,133,1.2375,33.0
799,Bambi,Cogger,Female,51,1990-07-12,Design Engineer,Retail,Affluent Customer,N,Yes,5,28970 Monument Lane,2560,NSW,7,127,1.25,33.0
800,Hanson,Eastes,Male,74,1990-05-20,Accountant II,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,9,395,0.94,33.0
801,Shannen,Lewin,Female,21,1991-06-07,Analog Circuit Design manager,Argiculture,High Net Worth,N,No,6,29 Aberg Crossing,4210,QLD,6,259,1.0625,32.0
802,Dolorita,Strutton,Female,7,1991-05-21,General Manager,Manufacturing,Affluent Customer,N,No,17,07 Acker Pass,3178,VIC,8,904,0.5,32.0
803,Natividad,Balducci,Female,39,1991-02-07,Analog Circuit Design manager,Property,High Net Worth,N,Yes,10,4472 Washington Junction,3206,VIC,11,310,1.02265625,32.0
804,Yardley,Matten,Male,35,1991-03-06,Junior Executive,Financial Services,Mass Customer,N,No,15,74 Everett Court,4408,QLD,2,733,0.6625,32.0
805,Gardiner,Gypps,Male,91,1991-06-01,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,9,691,0.690625,32.0
806,Ange,Chitham,Female,91,1991-02-14,Analog Circuit Design manager,Argiculture,Mass Customer,N,No,10,00003 Hoffman Pass,2560,NSW,8,297,1.030625,32.0
807,Hanny,Treven,Female,84,1991-01-22,Associate Professor,Retail,Mass Customer,N,No,3,5 Quincy Street,4118,QLD,4,99,1.296875,32.0
808,Dmitri,Unknown,Male,72,1991-02-06,Accountant III,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,4,810,0.5875,32.0
809,Morton,Petkens,Male,50,1990-11-13,Account Coordinator,Manufacturing,High Net Worth,N,Yes,10,385 Montana Place,3012,VIC,1,289,1.0375,32.0
810,Beverlee,Querree,Female,42,1991-04-21,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,891 Ohio Terrace,2075,NSW,12,549,0.82,32.0
811,Worthington,Cohane,Male,60,1991-01-23,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,846 Daystar Lane,2000,NSW,12,520,0.8375,32.0
812,Rubia,Evetts,Female,59,1990-12-21,Pharmacist,Health,Mass Customer,N,No,16,64213 Miller Point,2071,NSW,9,921,0.49,32.0
813,Toma,Woolforde,Female,67,1992-03-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,12,830,0.578,31.0
814,Renie,Fiveash,Female,92,1992-10-10,Occupational Therapist,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,QLD,4,688,0.697,31.0
815,Sherill,Unknown,Female,33,1991-12-18,Information Systems Manager,Financial Services,Mass Customer,N,No,3,53 Moulton Avenue,2880,NSW,1,420,0.91375,31.0
816,Sim,Constantinou,Male,91,1992-08-09,Analog Circuit Design manager,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,NSW,9,944,0.46,31.0
817,Donaugh,Benedict,Male,3,1991-12-01,Systems Administrator III,Property,Mass Customer,N,No,12,30049 Brown Road,2233,NSW,9,420,0.91375,31.0
818,Oswald,MacCarlich,Male,81,1991-11-24,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,16 Mosinee Place,4717,QLD,1,568,0.8,31.0
819,Debby,Balmadier,Female,53,1992-06-24,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,VIC,8,691,0.690625,31.0
820,Maury,Galego,Male,65,1992-07-27,Social Worker,Health,High Net Worth,N,Yes,3,370 Division Junction,3032,VIC,10,181,1.158125,31.0
821,Ludovico,Juster,Male,93,1992-04-19,Environmental Specialist,Health,Affluent Customer,N,No,15,1 Talisman Avenue,2125,NSW,10,89,1.3125,31.0
822,Stephen,Tittershill,Male,73,1991-12-21,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,11,658,0.7125,31.0
823,Elbertina,Fendley,Female,32,1992-03-27,Physical Therapy Assistant,Property,Affluent Customer,N,No,8,743 Debra Court,2117,NSW,11,191,1.15,31.0
824,Katie,Warhurst,Female,0,1991-12-02,Help Desk Operator,Retail,High Net Worth,N,Yes,14,96 Rutledge Drive,3064,VIC,5,450,0.9,31.0
825,Edin,Patinkin,Female,35,1992-03-26,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,4,948,0.456875,31.0
826,Tyne,Anshell,Female,71,1992-04-08,Mechanical Systems Engineer,Financial Services,Mass Customer,N,Yes,3,93 Sutherland Terrace,2560,NSW,8,979,0.4165,31.0
827,Tanya,Kiefer,Female,54,1992-07-05,Speech Pathologist,Telecommunications,High Net Worth,N,No,7,4 Warner Park,2146,NSW,9,174,1.16875,31.0
828,Julietta,Setchfield,Female,73,1992-01-31,Operator,IT,High Net Worth,N,Yes,3,4 Manufacturers Crossing,4170,QLD,8,312,1.02,31.0
829,Fayre,Brannigan,Female,32,1992-10-13,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,NSW,10,788,0.6125,31.0
830,Mandi,Adamsson,Female,40,1992-04-07,Programmer Analyst I,Manufacturing,Mass Customer,N,Yes,5,25 Westerfield Road,4165,QLD,5,731,0.6640625,31.0
831,Sonny,McCart,Male,35,1992-08-27,Account Representative I,Manufacturing,High Net Worth,N,No,9,52752 Barby Hill,3020,VIC,9,324,1.01,31.0
832,Calhoun,Mussington,Male,98,1992-10-13,Dental Hygienist,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,NSW,9,782,0.6205,31.0
833,Harwell,Kleinstein,Male,87,1993-10-18,Sales Representative,Retail,Affluent Customer,N,No,15,7 Huxley Trail,3818,VIC,5,420,0.91375,30.0
834,Elvin,Trayhorn,Male,46,1993-06-02,VP Accounting,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,NSW,10,774,0.626875,30.0
835,Giffie,Offill,Male,51,1993-03-02,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,3,386,0.945625,30.0
836,Marcelia,Monkleigh,Female,61,1993-08-22,Associate Professor,Manufacturing,Mass Customer,N,Yes,4,610 Swallow Street,4051,QLD,6,17,1.546875,30.0
837,Bogey,Attew,Male,88,1992-11-18,Software Engineer II,IT,Mass Customer,N,Yes,10,4 Monterey Road,4165,QLD,9,259,1.0625,30.0
838,Antonin,Britt,Male,64,1993-08-28,Accountant II,Manufacturing,Affluent Customer,N,Yes,8,011 Northland Trail,2160,NSW,9,40,1.434375,30.0
839,Daisy,Pollen,Female,97,1993-08-09,Cost Accountant,Financial Services,Mass Customer,N,No,7,61825 Debs Terrace,3167,VIC,9,302,1.03,30.0
840,Byrom,Ramas,Male,23,1993-11-02,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,2 Jackson Place,2528,NSW,7,555,0.8125,30.0
841,Gaston,Dallaghan,Male,44,1993-09-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,8,656 Fuller Street,2783,NSW,7,21,1.515625,30.0
842,Diane,Furman,Female,67,1993-08-11,Accountant II,Manufacturing,Affluent Customer,N,Yes,13,6660 Riverside Circle,3013,VIC,9,930,0.478125,30.0
843,Lynnett,Tipper,Female,22,1993-08-03,Social Worker,Health,High Net Worth,N,Yes,2,9 Ridgeview Avenue,3109,VIC,10,466,0.89,30.0
844,Son,Varney,Male,75,1993-11-02,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,NSW,7,725,0.669375,30.0
845,Wheeler,Godsil,Male,51,1993-09-20,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,NSW,9,626,0.74375,30.0
